"family","source","rank_in_source","model_name","status","r2","mse","rmse","feature_count","code_lines","generated_notebook","generated_notebook_exists","executed_notebook","executed_notebook_exists","log_file","source_csv"
"nvidia","archived_platforms","34","microsoft_phi-3-mini-4k-instruct","OK","-0.010685","0.796385","0.892404","80","43","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\microsoft_phi-3-mini-4k-instruct.ipynb","True","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\executed_notebooks\ERROR_microsoft_phi-3-mini-4k-instruct.ipynb","True","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","35","microsoft_phi-3-small-128k-instruct","OK","-0.010685","0.796385","0.892404","80","32","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\microsoft_phi-3-small-128k-instruct.ipynb","True","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\executed_notebooks\ERROR_microsoft_phi-3-small-128k-instruct.ipynb","True","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","36","microsoft_phi-3.5-mini-instruct","OK","-0.010685","0.796385","0.892404","80","35","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\microsoft_phi-3.5-mini-instruct.ipynb","True","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\executed_notebooks\ERROR_microsoft_phi-3.5-mini-instruct.ipynb","True","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","37","microsoft_phi-4-multimodal-instruct","OK","-0.010685","0.796385","0.892404","80","35","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\microsoft_phi-4-multimodal-instruct.ipynb","True","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\executed_notebooks\ERROR_microsoft_phi-4-multimodal-instruct.ipynb","True","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","38","mistralai_ministral-14b-instruct-2512","OK","-0.010685","0.796385","0.892404","80","76","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\mistralai_ministral-14b-instruct-2512.ipynb","True","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\executed_notebooks\ERROR_mistralai_ministral-14b-instruct-2512.ipynb","True","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","39","mistralai_mistral-7b-instruct-v0.2","OK","-0.010685","0.796385","0.892404","80","28","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\mistralai_mistral-7b-instruct-v0.2.ipynb","True","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\executed_notebooks\ERROR_mistralai_mistral-7b-instruct-v0.2.ipynb","True","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","40","mistralai_mistral-medium-3-instruct","OK","-0.010685","0.796385","0.892404","80","36","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\mistralai_mistral-medium-3-instruct.ipynb","True","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\executed_notebooks\ERROR_mistralai_mistral-medium-3-instruct.ipynb","True","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","41","mistralai_mistral-small-24b-instruct","OK","-0.010685","0.796385","0.892404","80","35","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\mistralai_mistral-small-24b-instruct.ipynb","True","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\executed_notebooks\ERROR_mistralai_mistral-small-24b-instruct.ipynb","True","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","42","mistralai_mistral-small-3.1-24b-instruct-2503","OK","-0.010685","0.796385","0.892404","80","34","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\mistralai_mistral-small-3.1-24b-instruct-2503.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","43","mistralai_mixtral-8x22b-instruct-v0.1","OK","-0.010685","0.796385","0.892404","80","25","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\mistralai_mixtral-8x22b-instruct-v0.1.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","44","mistralai_mixtral-8x7b-instruct-v0.1","OK","-0.010685","0.796385","0.892404","80","45","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\mistralai_mixtral-8x7b-instruct-v0.1.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","45","nvidia_llama-3.1-nemotron-nano-8b-v1","OK","-0.010685","0.796385","0.892404","80","38","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\nvidia_llama-3.1-nemotron-nano-8b-v1.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","46","nvidia_llama-3.1-nemotron-nano-vl-8b-v1","OK","-0.010685","0.796385","0.892404","80","39","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\nvidia_llama-3.1-nemotron-nano-vl-8b-v1.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","47","nvidia_llama-3.3-nemotron-super-49b-v1.5","OK","-0.010685","0.796385","0.892404","80","12","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\nvidia_llama-3.3-nemotron-super-49b-v1.5.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","48","nvidia_llama3-chatqa-1.5-8b","OK","-0.010685","0.796385","0.892404","80","17","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\nvidia_llama3-chatqa-1.5-8b.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","49","nvidia_nemotron-mini-4b-instruct","OK","-0.010685","0.796385","0.892404","80","14","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\nvidia_nemotron-mini-4b-instruct.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","50","qwen_qwen2-7b-instruct","OK","-0.010685","0.796385","0.892404","80","47","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\qwen_qwen2-7b-instruct.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","51","qwen_qwen2.5-coder-32b-instruct","OK","-0.010685","0.796385","0.892404","80","35","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\qwen_qwen2.5-coder-32b-instruct.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","52","qwen_qwen2.5-coder-7b-instruct","OK","-0.010685","0.796385","0.892404","80","32","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\qwen_qwen2.5-coder-7b-instruct.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","53","rakuten_rakutenai-7b-chat","OK","-0.010685","0.796385","0.892404","80","41","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\rakuten_rakutenai-7b-chat.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","54","thudm_chatglm3-6b","OK","-0.010685","0.796385","0.892404","80","49","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\thudm_chatglm3-6b.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","55","tiiuae_falcon3-7b-instruct","OK","-0.010685","0.796385","0.892404","80","33","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\tiiuae_falcon3-7b-instruct.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","56","upstage_solar-10.7b-instruct","OK","-0.010685","0.796385","0.892404","80","16","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\upstage_solar-10.7b-instruct.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","66","nvidia_llama-3.3-nemotron-super-49b-v1","OK","-0.012701","0.797974","0.893294","80","45","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\nvidia_llama-3.3-nemotron-super-49b-v1.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","67","meta_llama-3.1-8b-instruct","OK","-0.013717","0.798775","0.893742","80","51","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\meta_llama-3.1-8b-instruct.ipynb","True","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\executed_notebooks\ERROR_meta_llama-3.1-8b-instruct.ipynb","True","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","70","meta_llama-3.2-1b-instruct","OK","-0.02168","0.805049","0.897245","80","26","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\meta_llama-3.2-1b-instruct.ipynb","True","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\executed_notebooks\ERROR_meta_llama-3.2-1b-instruct.ipynb","True","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","71","microsoft_phi-3-small-8k-instruct","OK","-0.02168","0.805049","0.897245","80","22","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\microsoft_phi-3-small-8k-instruct.ipynb","True","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\executed_notebooks\ERROR_microsoft_phi-3-small-8k-instruct.ipynb","True","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","72","mistralai_mistral-nemotron","OK","-0.023039","0.80612","0.897842","80","79","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\mistralai_mistral-nemotron.ipynb","True","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\executed_notebooks\ERROR_mistralai_mistral-nemotron.ipynb","True","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","73","tokyotech-llm_llama-3-swallow-70b-instruct-v0.1","OK","-0.023039","0.80612","0.897842","80","17","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\tokyotech-llm_llama-3-swallow-70b-instruct-v0.1.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","74","utter-project_eurollm-9b-instruct","OK","-0.023039","0.80612","0.897842","80","32","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\utter-project_eurollm-9b-instruct.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","75","meta_llama-3.2-3b-instruct","OK","-0.037297","0.817354","0.904077","80","31","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\meta_llama-3.2-3b-instruct.ipynb","True","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\executed_notebooks\ERROR_meta_llama-3.2-3b-instruct.ipynb","True","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","-","bytedance_seed-oss-36b-instruct","EMPTY_NOTEBOOK",,,,"0","0","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\bytedance_seed-oss-36b-instruct.ipynb","True","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\executed_notebooks\bytedance_seed-oss-36b-instruct.ipynb","True","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","-","nvidia_llama-3.1-nemotron-ultra-253b-v1","EMPTY_NOTEBOOK",,,,"0","0","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\nvidia_llama-3.1-nemotron-ultra-253b-v1.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","-","nvidia_nemotron-3-nano-30b-a3b","EMPTY_NOTEBOOK",,,,"0","0","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\nvidia_nemotron-3-nano-30b-a3b.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","-","nvidia_nemotron-3-super-120b-a12b","EMPTY_NOTEBOOK",,,,"0","0","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\nvidia_nemotron-3-super-120b-a12b.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"nvidia","archived_platforms","-","nvidia_nvidia-nemotron-nano-9b-v2","EMPTY_NOTEBOOK",,,,"0","0","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\nvidia\generated_notebooks\nvidia_nvidia-nemotron-nano-9b-v2.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"ollama","archived_platforms","3","nemotron_3_nano_30b","OK","0.001373","0.786884","0.887065","80","34","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\ollama\generated_notebooks\nemotron_3_nano_30b.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"ollama","archived_platforms","7","kimi_k2_thinking","OK","-0.003065","0.790381","0.889034","80","23","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\ollama\generated_notebooks\kimi_k2_thinking.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"ollama","archived_platforms","8","mistral_large_3_675b","OK","-0.003065","0.790381","0.889034","80","42","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\ollama\generated_notebooks\mistral_large_3_675b.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"ollama","archived_platforms","17","ministral_3_14b","OK","-0.008874","0.794958","0.891604","80","64","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\ollama\generated_notebooks\ministral_3_14b.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"ollama","archived_platforms","18","ministral_3_8b","OK","-0.008874","0.794958","0.891604","80","52","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\ollama\generated_notebooks\ministral_3_8b.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"ollama","archived_platforms","57","deepseek_v3.2","OK","-0.010685","0.796385","0.892404","80","30","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\ollama\generated_notebooks\deepseek_v3.2.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"ollama","archived_platforms","58","gemma3_12b","OK","-0.010685","0.796385","0.892404","80","26","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\ollama\generated_notebooks\gemma3_12b.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"ollama","archived_platforms","59","gemma3_27b","OK","-0.010685","0.796385","0.892404","80","43","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\ollama\generated_notebooks\gemma3_27b.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"ollama","archived_platforms","60","glm_4.6","OK","-0.010685","0.796385","0.892404","80","114","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\ollama\generated_notebooks\glm_4.6.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"ollama","archived_platforms","61","qwen3_next_80b","OK","-0.010685","0.796385","0.892404","80","9","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\ollama\generated_notebooks\qwen3_next_80b.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
"ollama","archived_platforms","69","glm_5","OK","-0.01614","0.800683","0.894809","80","100","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\platforms\ollama\generated_notebooks\glm_5.ipynb","True","","False","","C:\Users\Administrator\Documents\Jane-Steet-Quant_wars\Jane-Street-Quant-Wars-master\Jane-Street-Quant-Wars-master\leaderboard.csv"
